Time;Green;LED_red;LED_yell;Humidity;Temperature;Volume
11/29/23 05:53:42 PM;0.0;;1.0;;;
11/29/23 05:53:41 PM;;;;91.5;30.6;2.278
11/29/23 05:53:39 PM;0.0;;1.0;91.4;30.6;2.278
11/29/23 05:53:37 PM;0.0;;1.0;;30.6;2.278
11/29/23 05:53:36 PM;;;;91.2;30.6;
11/29/23 05:53:34 PM;0.0;;1.0;90.9;30.6;2.278
11/29/23 05:53:32 PM;0.0;;1.0;90.6;30.6;2.278
11/29/23 05:53:30 PM;0.0;;;;;
11/29/23 05:53:29 PM;;;1.0;90.1;30.6;2.278
11/29/23 05:53:27 PM;0.0;;1.0;89.5;30.6;1.837
11/29/23 05:53:20 PM;0.0;;1.0;;;
11/29/23 05:53:19 PM;;;;89.6;30.6;2.187
11/29/23 05:53:18 PM;0.0;;1.0;;;
11/29/23 05:53:17 PM;;;;89.7;30.6;2.187
11/29/23 05:53:15 PM;0.0;;1.0;;30.6;2.187
11/29/23 05:53:14 PM;;;;89.8;30.6;
11/29/23 05:53:12 PM;0.0;;1.0;89.8;30.6;2.187
11/29/23 05:53:10 PM;0.0;;1.0;89.9;30.6;2.187
11/29/23 05:53:09 PM;0.0;;1.0;89.9;30.6;2.187
11/29/23 05:53:07 PM;;;;;30.6;
11/29/23 05:53:05 PM;0.0;;1.0;90.0;30.6;2.192
11/29/23 05:53:03 PM;0.0;;1.0;;;
11/29/23 05:53:02 PM;;;;90.1;30.6;2.192
11/29/23 05:53:00 PM;0.0;;1.0;90.2;30.6;2.192
11/29/23 05:52:58 PM;0.0;;1.0;90.3;30.6;2.192
11/29/23 05:52:57 PM;;;;;30.6;
11/29/23 05:52:56 PM;0.0;;0.0;;;
11/29/23 05:52:55 PM;;;;90.7;30.6;0.0
11/29/23 05:52:43 PM;0.0;;0.0;91.4;30.7;0.782
11/29/23 05:52:42 PM;;;;;30.7;
11/29/23 05:52:40 PM;0.0;;0.0;91.4;30.6;0.782
11/29/23 05:52:38 PM;0.0;;0.0;91.4;30.7;0.782
11/29/23 05:52:37 PM;0.0;;0.0;;;
11/29/23 05:52:36 PM;;;;;;0.782
11/29/23 05:52:35 PM;;;;91.4;30.7;
11/29/23 05:52:33 PM;0.0;;0.0;91.4;30.7;0.782
11/29/23 05:52:31 PM;0.0;;0.0;;;0.782
11/29/23 05:52:30 PM;;;;91.3;30.6;
11/29/23 05:52:28 PM;0.0;;0.0;91.3;30.6;0.782
11/29/23 05:52:26 PM;0.0;;0.0;91.3;30.7;0.782
11/29/23 05:52:23 PM;0.0;;0.0;91.2;30.6;0.782
11/29/23 05:52:21 PM;0.0;;0.0;91.2;30.7;0.782
11/29/23 05:52:19 PM;0.0;;0.0;;;
11/29/23 05:52:18 PM;;;;91.2;30.6;0.782
11/29/23 05:52:17 PM;0.0;;;;;
11/29/23 05:52:16 PM;;;0.0;91.2;30.6;0.782
11/29/23 05:52:14 PM;0.0;;0.0;;30.6;0.782
11/29/23 05:52:13 PM;;;;91.1;30.6;
11/29/23 05:52:11 PM;0.0;;0.0;91.1;30.6;0.782
11/29/23 05:52:09 PM;0.0;;0.0;91.0;30.6;0.782
11/29/23 05:52:06 PM;0.0;;0.0;91.0;30.6;0.782
11/29/23 05:52:04 PM;;;;90.9;30.6;
11/29/23 05:52:02 PM;0.0;;0.0;;;
11/29/23 05:52:01 PM;;;;90.8;30.6;0.782
11/29/23 05:51:59 PM;0.0;;0.0;90.7;30.6;0.782
11/29/23 05:51:57 PM;0.0;;0.0;;30.6;0.782
11/29/23 05:51:56 PM;;;;90.6;30.6;
11/29/23 05:51:54 PM;0.0;;0.0;90.5;30.6;0.782
11/29/23 05:51:52 PM;0.0;;0.0;90.3;30.6;0.782
11/29/23 05:51:50 PM;0.0;;;;;
11/29/23 05:51:49 PM;;;0.0;90.1;30.6;0.782
11/29/23 05:51:47 PM;0.0;;0.0;89.9;30.6;0.544
11/29/23 05:51:45 PM;0.0;;0.0;;;0.544
11/29/23 05:51:44 PM;;;;89.8;30.6;
11/29/23 05:51:38 PM;1.0;;0.0;;;
11/29/23 05:51:37 PM;;;;89.9;30.6;4.176
11/29/23 05:51:35 PM;1.0;;0.0;90.0;30.6;4.176
11/29/23 05:51:34 PM;;;;;30.6;
11/29/23 05:51:32 PM;1.0;;0.0;90.2;30.6;4.176
11/29/23 05:51:30 PM;1.0;;0.0;90.3;30.6;4.176
11/29/23 05:51:28 PM;1.0;;0.0;;;
11/29/23 05:51:27 PM;;;;90.3;30.6;4.176
11/29/23 05:51:25 PM;0.0;;0.0;90.1;30.6;0.0
11/29/23 05:51:23 PM;0.0;;0.0;90.0;30.6;0.0
11/29/23 05:51:22 PM;;;;;30.6;
11/29/23 05:51:20 PM;0.0;;0.0;89.6;30.6;0.0
11/29/23 05:51:18 PM;0.0;;0.0;;30.6;0.0
11/29/23 05:51:17 PM;;;;89.4;30.6;
11/29/23 05:51:15 PM;0.0;;0.0;89.4;30.6;0.0
11/29/23 05:51:13 PM;0.0;;0.0;89.4;30.6;0.0
11/29/23 05:51:11 PM;0.0;;0.0;;;0.0
11/29/23 05:51:10 PM;;;;89.4;30.6;
11/29/23 05:51:08 PM;0.0;;0.0;89.4;30.6;0.0
11/29/23 05:51:06 PM;0.0;;0.0;;30.6;0.0
11/29/23 05:51:05 PM;;;;89.4;30.6;
11/29/23 05:51:04 PM;0.0;;;;;
11/29/23 05:51:03 PM;;;0.0;89.4;30.6;0.0
11/29/23 05:51:01 PM;0.0;;0.0;89.4;30.6;0.0
11/29/23 05:50:59 PM;0.0;;0.0;;;
11/29/23 05:50:58 PM;;;;89.4;30.6;0.0
11/29/23 05:50:56 PM;0.0;;0.0;89.4;30.6;0.0
11/29/23 05:50:54 PM;0.0;;0.0;;;
11/29/23 05:50:53 PM;;;;89.4;30.6;0.0
11/29/23 05:50:51 PM;0.0;;0.0;89.4;30.6;0.0
11/29/23 05:50:49 PM;0.0;;0.0;89.4;30.6;0.0
11/29/23 05:50:48 PM;;;;;30.6;
11/29/23 05:50:47 PM;0.0;;0.0;;;
11/29/23 05:50:46 PM;;;;89.4;30.6;0.0
11/29/23 05:50:44 PM;0.0;;0.0;89.4;30.6;0.0
11/29/23 05:50:42 PM;0.0;;0.0;;;
11/29/23 05:50:41 PM;;;;89.4;30.6;0.0
11/29/23 05:50:39 PM;0.0;;0.0;89.3;30.6;0.0
11/29/23 05:50:37 PM;0.0;;0.0;;;0.0
11/29/23 05:50:36 PM;;;;89.3;30.6;
11/29/23 05:50:34 PM;0.0;;0.0;89.3;30.6;0.0
11/29/23 05:50:32 PM;0.0;;0.0;89.3;30.6;0.0
11/29/23 05:50:31 PM;;;;;30.6;
11/29/23 05:50:29 PM;0.0;;0.0;89.3;30.6;0.0
11/29/23 05:50:27 PM;0.0;;0.0;89.3;30.6;0.0
11/29/23 05:50:25 PM;0.0;;0.0;;;
11/29/23 05:50:24 PM;;;;89.3;30.6;0.0
11/29/23 05:50:22 PM;0.0;;0.0;89.3;30.6;0.0
11/29/23 05:50:20 PM;0.0;;0.0;;;0.0
11/29/23 05:50:19 PM;;;;89.3;30.6;
11/29/23 05:50:17 PM;0.0;;0.0;89.3;30.6;0.0
11/29/23 05:50:15 PM;0.0;;0.0;89.3;30.6;0.0
11/29/23 05:50:13 PM;0.0;;0.0;;;
11/29/23 05:50:12 PM;;;;89.3;30.6;0.0
11/29/23 05:50:11 PM;0.0;;0.0;;30.6;0.0
11/29/23 05:50:10 PM;;;;89.3;30.6;
11/29/23 05:50:08 PM;0.0;;0.0;;;
11/29/23 05:50:07 PM;;;;89.3;30.6;0.0
11/29/23 05:50:05 PM;0.0;;0.0;89.2;30.6;0.0
11/29/23 05:50:03 PM;0.0;;0.0;89.2;30.6;0.0
11/29/23 05:50:02 PM;;;;;30.6;
11/29/23 05:50:01 PM;0.0;;;;;
11/29/23 05:50:00 PM;;;0.0;89.2;30.6;0.0
11/29/23 05:49:58 PM;0.0;;0.0;89.2;30.6;0.0
11/29/23 05:49:56 PM;0.0;;0.0;;;
11/29/23 05:49:55 PM;;;;89.2;30.6;0.0
11/29/23 05:49:53 PM;0.0;;0.0;89.2;30.6;0.0
11/29/23 05:49:51 PM;0.0;;0.0;;;0.0
11/29/23 05:49:50 PM;;;;89.2;30.6;
11/29/23 05:49:48 PM;0.0;;0.0;89.2;30.6;0.0
11/29/23 05:49:46 PM;0.0;;0.0;89.2;30.6;0.0
11/29/23 05:49:43 PM;;;;;30.7;
11/29/23 05:49:41 PM;0.0;;0.0;89.2;30.6;0.0
11/29/23 05:49:39 PM;0.0;;0.0;;;
11/29/23 05:49:38 PM;;;;89.2;30.6;0.0
11/29/23 05:49:36 PM;0.0;;0.0;89.2;30.6;0.0
11/29/23 05:49:34 PM;0.0;;0.0;;;0.0
11/29/23 05:49:33 PM;;;;89.2;30.6;
11/29/23 05:49:31 PM;0.0;;0.0;89.2;30.6;0.0
11/29/23 05:49:29 PM;;;;89.2;30.6;0.0
11/29/23 05:49:27 PM;0.0;;;;;
11/29/23 05:49:26 PM;;;0.0;89.2;30.6;0.0
11/29/23 05:49:25 PM;0.0;;;;;
11/29/23 05:49:24 PM;;;0.0;89.2;30.6;0.0
11/29/23 05:49:22 PM;0.0;;0.0;;;
11/29/23 05:49:21 PM;;;;89.1;30.6;0.0
11/29/23 05:49:19 PM;0.0;;0.0;89.1;30.7;0.0
11/29/23 05:49:17 PM;0.0;;0.0;;30.7;0.0
11/29/23 05:49:16 PM;;;;89.1;30.7;
11/29/23 05:49:14 PM;0.0;;0.0;89.1;30.7;0.0
11/29/23 05:49:12 PM;;;;89.1;30.7;
11/29/23 05:49:11 PM;0.0;;0.0;;;
11/29/23 05:49:09 PM;;;;89.1;30.7;0.0
11/29/23 05:49:07 PM;0.0;;0.0;89.1;30.7;0.0
11/29/23 05:49:05 PM;0.0;;0.0;;;0.0
11/29/23 05:49:04 PM;;;;89.1;30.7;
11/29/23 05:49:02 PM;0.0;;0.0;89.1;30.6;0.0
11/29/23 05:49:00 PM;0.0;;0.0;89.1;30.7;0.0
11/29/23 05:48:59 PM;0.0;;0.0;;30.7;
11/29/23 05:48:57 PM;;;;89.1;30.7;0.0
11/29/23 05:48:55 PM;0.0;;0.0;89.1;30.7;0.0
11/29/23 05:48:53 PM;0.0;;0.0;;;0.0
11/29/23 05:48:52 PM;0.0;;;89.1;30.7;
11/29/23 05:48:51 PM;;;0.0;;;
11/29/23 05:48:50 PM;;;;89.1;30.7;0.0
11/29/23 05:48:49 PM;0.0;;0.0;;;0.0
11/29/23 05:48:48 PM;;;;89.1;30.7;
11/29/23 05:48:47 PM;;;;;30.7;
11/29/23 05:48:45 PM;0.0;;0.0;89.1;30.7;0.0
11/29/23 05:48:43 PM;0.0;;0.0;89.1;30.7;0.0
11/29/23 05:48:42 PM;0.0;;0.0;89.1;30.7;0.0
11/29/23 05:48:38 PM;0.0;;0.0;89.1;30.7;0.0
11/29/23 05:48:36 PM;0.0;;0.0;;;
11/29/23 05:48:35 PM;;;;89.1;30.7;0.0
11/29/23 05:48:33 PM;0.0;;0.0;89.1;30.7;0.0
11/29/23 05:48:31 PM;0.0;;0.0;;30.7;0.0
11/29/23 05:48:30 PM;;;;89.0;30.7;
11/29/23 05:48:28 PM;0.0;;0.0;89.0;30.7;0.0
11/29/23 05:48:26 PM;0.0;;0.0;89.0;30.7;0.0
11/29/23 05:48:24 PM;0.0;;;;;
11/29/23 05:48:23 PM;;;0.0;89.0;30.7;0.0
11/29/23 05:48:22 PM;0.0;;0.0;89.0;30.7;0.0
11/29/23 05:48:21 PM;;;;;30.7;
11/29/23 05:48:19 PM;0.0;;0.0;;;0.0
11/29/23 05:48:18 PM;;;;89.0;30.7;
11/29/23 05:48:16 PM;0.0;;0.0;89.0;30.7;0.0
11/29/23 05:48:14 PM;0.0;;0.0;89.0;30.7;0.0
11/29/23 05:48:11 PM;0.0;;0.0;89.0;30.7;0.0
11/29/23 05:48:09 PM;0.0;;0.0;89.0;30.7;0.0
11/29/23 05:48:07 PM;0.0;;0.0;;;
11/29/23 05:48:06 PM;;;;89.0;30.7;0.0
11/29/23 05:48:04 PM;0.0;;0.0;89.0;30.7;0.0
11/29/23 05:48:02 PM;0.0;;0.0;;;0.0
11/29/23 05:48:01 PM;;;;89.0;30.7;
11/29/23 05:47:59 PM;0.0;;0.0;89.0;30.7;0.0
11/29/23 05:47:57 PM;0.0;;0.0;89.0;30.7;0.0
11/29/23 05:47:56 PM;;;;;30.7;
11/29/23 05:47:54 PM;0.0;;0.0;89.0;30.7;0.0
11/29/23 05:47:52 PM;0.0;;0.0;89.0;30.7;0.0
11/29/23 05:47:50 PM;0.0;;0.0;;30.7;0.0
11/29/23 05:47:49 PM;;;;89.0;30.7;
11/29/23 05:47:47 PM;0.0;;0.0;89.0;30.7;0.0
11/29/23 05:47:45 PM;0.0;;0.0;;30.7;0.0
11/29/23 05:47:44 PM;;;;89.0;30.7;
11/29/23 05:47:42 PM;0.0;;0.0;89.0;30.7;0.0
11/29/23 05:47:41 PM;0.0;;0.0;;;0.0
11/29/23 05:47:40 PM;;;;89.0;30.7;
11/29/23 05:47:38 PM;0.0;;;;;
11/29/23 05:47:37 PM;;;0.0;89.0;30.7;0.0
11/29/23 05:47:35 PM;0.0;;0.0;89.0;30.7;0.0
11/29/23 05:47:33 PM;0.0;;0.0;;;
11/29/23 05:47:32 PM;;;;89.0;30.7;0.0
11/29/23 05:47:30 PM;0.0;;0.0;89.0;30.7;0.0
11/29/23 05:47:28 PM;0.0;;0.0;;30.7;0.0
11/29/23 05:47:27 PM;;;;89.0;30.7;
11/29/23 05:47:25 PM;0.0;;0.0;89.0;30.7;0.0
11/29/23 05:47:23 PM;0.0;;0.0;89.0;30.7;0.0
11/29/23 05:47:21 PM;0.0;;;;;
11/29/23 05:47:20 PM;;;0.0;89.0;30.7;0.0
11/29/23 05:47:18 PM;0.0;;0.0;89.0;30.7;0.0
11/29/23 05:47:17 PM;0.0;;0.0;89.0;30.7;0.0
11/29/23 05:47:15 PM;;;;;30.7;
11/29/23 05:47:13 PM;0.0;;0.0;88.9;30.7;0.0
11/29/23 05:47:11 PM;0.0;;0.0;88.9;30.7;0.0
11/29/23 05:47:10 PM;0.0;;0.0;88.9;30.7;0.0
11/29/23 05:47:07 PM;0.0;;;;;
11/29/23 05:47:06 PM;;;0.0;88.9;30.7;0.0
11/29/23 05:47:04 PM;0.0;;0.0;;;
11/29/23 05:47:03 PM;;;;88.9;30.7;0.0
11/29/23 05:47:01 PM;0.0;;0.0;88.9;30.7;0.0
11/29/23 05:46:59 PM;0.0;;0.0;;30.7;0.0
11/29/23 05:46:58 PM;;;;88.9;30.7;
11/29/23 05:46:56 PM;0.0;;0.0;88.9;30.7;0.0
11/29/23 05:46:54 PM;0.0;;0.0;88.9;30.7;0.0
11/29/23 05:46:52 PM;0.0;;0.0;;30.7;0.0
11/29/23 05:46:51 PM;;;;88.9;30.7;
11/29/23 05:46:49 PM;0.0;;0.0;88.9;30.7;0.0
11/29/23 05:46:48 PM;0.0;;0.0;;30.7;0.0
11/29/23 05:46:46 PM;0.0;;0.0;88.9;30.7;0.0
11/29/23 05:46:45 PM;;;;;30.7;
11/29/23 05:46:39 PM;0.0;;0.0;88.9;30.7;0.0
11/29/23 05:46:37 PM;0.0;;0.0;88.9;30.7;0.0
11/29/23 05:46:35 PM;0.0;;;;;
11/29/23 05:46:34 PM;;;0.0;88.9;30.7;0.0
11/29/23 05:46:32 PM;0.0;;0.0;88.9;30.7;0.0
11/29/23 05:46:30 PM;0.0;;0.0;;30.7;0.0
11/29/23 05:46:29 PM;0.0;;0.0;88.9;30.7;0.0
11/29/23 05:46:20 PM;0.0;;0.0;88.8;30.7;0.0
11/29/23 05:46:18 PM;0.0;;0.0;;;
11/29/23 05:46:17 PM;;;;88.8;30.7;0.0
11/29/23 05:46:15 PM;0.0;;0.0;88.8;30.7;0.0
11/29/23 05:46:13 PM;0.0;;0.0;88.8;30.7;0.0
11/29/23 05:46:05 PM;;;;;30.7;
11/29/23 05:46:03 PM;0.0;;0.0;88.8;30.7;0.0
11/29/23 05:45:58 PM;0.0;;0.0;88.8;30.7;0.0
11/29/23 05:45:51 PM;;;;88.8;30.7;
11/29/23 05:45:50 PM;0.0;;0.0;88.8;30.7;0.0
11/29/23 05:45:46 PM;0.0;;0.0;88.8;30.7;0.0
11/29/23 05:45:44 PM;0.0;;0.0;88.8;30.7;0.0
11/29/23 05:45:36 PM;;;;;30.7;
11/29/23 05:45:34 PM;0.0;;0.0;88.8;30.7;0.0
11/29/23 05:45:32 PM;0.0;;0.0;88.8;30.7;0.0
11/29/23 05:45:31 PM;0.0;;0.0;88.8;30.7;0.0
11/29/23 05:45:27 PM;;;;;30.7;
11/29/23 05:45:25 PM;0.0;;0.0;88.8;30.7;0.0
11/29/23 05:45:23 PM;0.0;;0.0;88.8;30.7;0.0
11/29/23 05:45:20 PM;0.0;;0.0;88.8;30.7;0.0
11/29/23 05:45:19 PM;;;;88.8;;
11/29/23 05:45:17 PM;;;;;30.7;
11/29/23 05:45:16 PM;0.0;;0.0;88.8;30.7;0.0
11/29/23 05:45:14 PM;0.0;;0.0;88.7;30.7;0.0
11/29/23 05:45:10 PM;0.0;;0.0;88.8;30.7;0.0
11/29/23 05:45:06 PM;0.0;;0.0;88.8;30.7;0.0
11/29/23 05:45:05 PM;;;;;30.7;
11/29/23 05:45:03 PM;0.0;;0.0;;;
11/29/23 05:45:02 PM;;;;88.7;30.7;0.0
11/29/23 05:45:00 PM;0.0;;0.0;88.7;30.7;0.0
11/29/23 05:44:59 PM;0.0;;0.0;88.7;30.7;0.0
11/29/23 05:44:58 PM;0.0;;0.0;88.7;30.7;0.0
11/29/23 05:44:41 PM;;;;;30.7;
11/29/23 05:44:39 PM;0.0;;0.0;;;
11/29/23 05:44:38 PM;;;;88.7;30.7;0.0
11/29/23 05:44:36 PM;0.0;;0.0;88.7;30.7;0.0
11/29/23 05:44:34 PM;0.0;;0.0;88.7;30.7;0.0
11/29/23 05:44:32 PM;;;;88.7;30.7;0.0
11/29/23 05:44:31 PM;;;;;30.7;
11/29/23 05:44:29 PM;0.0;;0.0;;30.7;0.0
11/29/23 05:44:28 PM;;;;88.7;30.7;
11/29/23 05:44:26 PM;0.0;;0.0;88.7;30.7;0.0
11/29/23 05:44:25 PM;0.0;;0.0;88.6;30.7;0.0
11/29/23 05:44:24 PM;0.0;;0.0;88.7;30.7;0.0
11/29/23 05:44:22 PM;0.0;;0.0;;;
11/29/23 05:44:21 PM;;;;88.6;30.7;0.0
11/29/23 05:44:02 PM;;;;;30.7;
11/29/23 05:43:39 PM;0.0;;0.0;88.6;30.7;0.0
11/29/23 05:43:37 PM;;;;;30.7;
11/29/23 05:43:33 PM;0.0;;0.0;88.6;30.7;0.0
11/29/23 05:43:32 PM;0.0;;0.0;88.6;30.7;0.0
11/29/23 05:43:30 PM;;;;;30.7;
11/29/23 05:43:29 PM;0.0;;0.0;88.6;30.7;0.0
11/29/23 05:43:26 PM;0.0;;0.0;88.6;30.7;0.0
11/29/23 05:43:25 PM;0.0;;0.0;88.6;30.7;0.0
11/29/23 05:43:23 PM;;;;;30.7;
11/29/23 05:43:21 PM;0.0;;0.0;88.6;30.7;0.0
11/29/23 05:43:20 PM;0.0;;0.0;88.6;30.7;0.0
11/29/23 05:43:16 PM;0.0;;0.0;88.6;30.7;0.0
11/29/23 05:43:14 PM;0.0;;0.0;;30.7;0.0
11/29/23 05:43:13 PM;;;;88.6;30.7;
11/29/23 05:43:11 PM;0.0;;0.0;88.6;30.7;0.0
11/29/23 05:43:10 PM;;;;;30.7;
11/29/23 05:43:08 PM;0.0;;0.0;;;
11/29/23 05:43:06 PM;;;;88.6;30.7;0.0
11/29/23 05:43:05 PM;0.0;;0.0;88.6;30.7;0.0
11/29/23 05:43:04 PM;;;;;30.7;
11/29/23 05:43:02 PM;0.0;;0.0;;;0.0
11/29/23 05:43:01 PM;;;;88.6;30.7;
11/29/23 05:42:59 PM;0.0;;0.0;88.6;30.7;0.0
11/29/23 05:42:57 PM;;;;88.6;;
11/29/23 05:42:56 PM;0.0;;0.0;88.6;30.7;0.0
11/29/23 05:42:54 PM;;;;;30.7;
11/29/23 05:42:52 PM;0.0;;0.0;88.6;30.7;0.0
11/29/23 05:42:50 PM;0.0;;0.0;;;
11/29/23 05:42:49 PM;;;;88.6;30.7;0.0
11/29/23 05:42:47 PM;0.0;;0.0;88.6;30.7;0.0
11/29/23 05:42:46 PM;;;;;30.7;
11/29/23 05:42:42 PM;0.0;;0.0;88.6;30.7;0.0
11/29/23 05:42:40 PM;0.0;;0.0;88.6;30.7;0.0
11/29/23 05:42:37 PM;0.0;;0.0;88.6;30.7;0.0
11/29/23 05:42:36 PM;0.0;;0.0;88.6;30.6;0.0
11/29/23 05:42:35 PM;;;;;30.6;
11/29/23 05:42:33 PM;0.0;;0.0;;;
11/29/23 05:42:32 PM;;;;88.6;30.6;0.0
11/29/23 05:42:31 PM;0.0;;0.0;88.6;30.7;0.0
11/29/23 05:42:30 PM;;;;;30.7;
11/29/23 05:42:29 PM;0.0;;0.0;;30.7;0.0
11/29/23 05:42:27 PM;0.0;;0.0;88.6;30.7;
11/29/23 05:42:25 PM;;;;88.6;30.7;0.0
11/29/23 05:42:23 PM;0.0;;0.0;88.6;30.6;0.0
11/29/23 05:42:21 PM;0.0;;0.0;;;
11/29/23 05:42:20 PM;;;;88.6;30.7;0.0
11/29/23 05:42:18 PM;0.0;;0.0;88.6;30.6;0.0
11/29/23 05:42:16 PM;0.0;;0.0;;;
11/29/23 05:42:15 PM;;;;88.7;30.6;0.0
11/29/23 05:42:13 PM;0.0;;0.0;88.7;30.6;0.0
11/29/23 05:42:11 PM;0.0;;0.0;88.7;30.6;0.0
11/29/23 05:42:09 PM;0.0;;0.0;88.7;30.6;0.0
11/29/23 05:42:08 PM;;;;;30.6;
11/29/23 05:42:02 PM;0.0;;0.0;;;0.0
11/29/23 05:42:01 PM;;;;88.7;30.6;
11/29/23 05:42:00 PM;0.0;;0.0;88.8;30.6;0.0
11/29/23 05:41:54 PM;;;;;30.6;
11/29/23 05:41:52 PM;0.0;;0.0;;;
11/29/23 05:41:51 PM;0.0;;0.0;88.8;30.6;0.0
11/29/23 05:41:47 PM;0.0;;0.0;88.8;30.6;0.0
11/29/23 05:41:45 PM;0.0;;0.0;88.8;30.6;0.0
11/29/23 05:41:44 PM;;;;;30.6;
11/29/23 05:41:43 PM;0.0;;0.0;88.9;30.6;0.0
11/29/23 05:41:39 PM;0.0;;0.0;88.9;30.6;0.0
